炉号,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C,连铸正样Mn,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂
7A06673             ,HRB400D    ,1641,0.00069,0.0013,0.00027,0.00028,0.002,73450,0.0024,0.0138,0.00032,0.00035,0.0039,0.484,0.0027,0.004,0.014,0.032,0.1676,0.1335,0.0022,0,0,9,0,29,50,0,0,200,0,0,68,0,1340,132,0
7A06672             ,HRB400D    ,1686,0.0005,0.0011,0.00027,0.00027,0.002,74050,0.0023,0.0128,0.00029,0.00029,0.0036,0.456,0.0025,0.005,0.016,0.031,0.007,0.0044,0.002,0,0,9,0,28,50,0,0,200,0,0,85,0,1260,132,0
7A06671             ,HRB400D    ,1659,0,0,0,0,0.002,62800,0.0024,0.0136,0.00031,0.00034,0.0038,0.481,0.0028,0.007,0.015,0.033,0.0063,0.0039,0.003,0,0,9,0,28,50,0,0,200,0,0,80,0,1330,132,0
7A06670             ,HRB400D    ,0,0.00071,0.0008,0.00032,0.00027,0,74550,0.0022,0.0131,0.0003,0.00028,0.0037,0.452,0.0027,0.006,0.015,0.032,0.0063,0.0039,0.0035,0,0,9,0,28,25,0,0,200,0,0,68,0,1300,132,0
7A06669             ,HRB400D    ,1640,0.00064,0.0011,0.00038,0.0002,0.002,69200,0.0023,0.0137,0.00036,0.00026,0.0038,0.473,0.0028,0.007,0.018,0.033,0.0066,0.0041,0.0043,0,0,9,0,28,25,0,0,200,0,0,80,0,1300,132,0
7A06668             ,HRB400D    ,1651,0.0006,0.0011,0.00032,0.00017,0.002,69950,0.0024,0.0132,0.00034,0.00022,0.0037,0.474,0.0026,0.003,0.017,0.032,0.0108,0.0068,0.0038,0,0,9,0,28,25,0,0,200,0,0,80,0,1280,132,0
7A06667             ,HRB400D    ,1641,0.00069,0.0016,0.00033,0.0003,0.002,73200,0.0024,0.0138,0.00033,0.00033,0.0038,0.484,0.0029,0.007,0.015,0.031,0.0063,0.004,0.0029,0,0,9,0,28,25,0,0,200,0,0,80,0,1320,132,0
7A06666             ,HRB400D    ,1656,0.00056,0.0012,0.00026,0.00014,0.003,71550,0.0023,0.0137,0.00028,0.00021,0.0039,0.472,0.0026,0.007,0.016,0.032,0.2433,0.1909,0.0028,0,0,9,0,28,50,0,0,200,0,0,95,0,1310,132,0
7A06665             ,HRB400D    ,1638,0.00045,0.0013,0.00038,0.00048,0.003,70800,0.0023,0.0139,0.00034,0.00033,0.0037,0.474,0.0022,0.006,0.017,0.032,0.0062,0.0038,0.0021,0,0,9,0,28,50,0,0,200,0,0,95,0,1300,132,0
7A06664             ,HRB400D    ,1693,0.00072,0.0011,0.00032,0.00028,0.003,70900,0.0024,0.014,0.00033,0.00032,0.0039,0.487,0.0024,0.006,0.014,0.033,0.0069,0.0043,0.0034,0,0,9,0,28,25,0,0,200,0,0,80,0,1320,132,0
7A06663             ,HRB400D    ,1679,0.00053,0.001,0.0003,0.00022,0.002,73300,0.0023,0.0132,0.00036,0.00025,0.0038,0.464,0.0025,0.006,0.014,0.033,0.0069,0.0043,0.0054,0,0,9,0,28,50,0,0,200,0,0,85,0,1330,132,0
7A06662             ,HRB400D    ,1653,0.0007,0.0009,0.00038,0.00024,0.002,74550,0.0023,0.013,0.00037,0.00023,0.0033,0.458,0.0019,0.004,0.014,0.031,0.0062,0.0039,0.0014,0,0,9,0,28,50,0,0,200,0,0,75,0,1330,88,0
7A06661             ,HRB400D    ,1684,0.00072,0.0007,0.00026,0.00022,0.002,67050,0.0023,0.0133,0.00035,0.00024,0.0035,0.462,0.0016,0.004,0.01,0.032,0.0064,0.004,0.0011,0,0,8,0,27,25,0,0,0,0,0,68,0,1390,88,0
7A06660             ,HRB400D    ,1682,0.00066,0.0011,0.00024,0.00022,0.002,70850,0.0023,0.0132,0.00033,0.00022,0.0035,0.463,0.0023,0.004,0.017,0.034,0.0068,0.0042,0.0028,0,0,8,0,30,25,0,0,0,0,0,68,0,1505,88,0
7A06659             ,HRB400D    ,1691,0.00094,0.0013,0.00029,0.0002,0.002,71700,0.0023,0.0132,0.00035,0.00028,0.0034,0.463,0.0023,0.005,0.017,0.033,0.0062,0.0039,0.0012,0,0,9,0,30,0,0,0,0,0,0,51,0,1450,88,20
7A06658             ,HRB400D    ,1692,0.00063,0.0012,0.00035,0.00033,0.002,75400,0.0024,0.0132,0.00035,0.00033,0.0037,0.473,0.0027,0.005,0.018,0.03,0.0055,0.0034,0.0006,0,0,9,0,29,0,0,0,0,0,0,51,0,1503,88,20
7A06657             ,HRB400D    ,1666,0.00066,0.0013,0.00027,0.00026,0.002,72300,0.0024,0.0134,0.00035,0.00031,0.0037,0.477,0.0025,0.007,0.016,0.032,0.006,0.0038,0.003,0,0,9,0,29,25,0,0,0,0,0,85,0,1418,88,0
7A06656             ,HRB400D    ,1664,0.00069,0.0009,0.00034,0.00026,0.002,76300,0.0024,0.0131,0.00031,0.00028,0.0036,0.472,0.003,0.007,0.013,0.03,0.0054,0.0034,0.0019,0,0,9,0,29,25,0,0,0,0,0,85,0,1498,88,0
7A06655             ,HRB400D    ,1672,0.00061,0.0011,0.00034,0.00028,0.002,78150,0.0022,0.0137,0.0003,0.00028,0.0037,0.465,0.0035,0.009,0.019,0.034,0.0077,0.0048,0.0058,0,0,10,0,30,25,0,0,0,0,0,68,0,1580,88,0
7A06654             ,HRB400D    ,1657,0.00084,0.0011,0.00023,0.00022,0.002,78600,0.0023,0.0137,0.00033,0.00032,0.0037,0.474,0.0031,0.006,0.021,0.034,0.0069,0.0043,0.0027,0,0,10,0,30,0,0,0,0,0,0,51,0,1581,88,0
7A06653             ,HRB400D    ,1688,0.00074,0.0013,0.00029,0.00022,0.002,74600,0.0023,0.0132,0.00034,0.00027,0.0034,0.463,0.0024,0.005,0.017,0.033,0.0061,0.0038,0.0026,0,0,9,0,29,25,0,0,0,0,0,68,0,1568,88,0
7A06652             ,HRB400D    ,1672,0.00078,0.0013,0.00027,0.00028,0.002,72700,0.0023,0.0138,0.00037,0.00032,0.0038,0.474,0.0026,0.006,0.016,0.032,0.0061,0.0038,0.003,0,0,9,0,29,25,0,0,0,0,0,68,0,1513,88,0
7A06651             ,HRB400D    ,1693,0.00079,0.0009,0.00031,0.00026,0.003,76100,0.0022,0.0134,0.00037,0.00033,0.0036,0.459,0.0031,0.007,0.02,0.032,0.0063,0.0039,0.0036,0,0,9,0,29,25,0,0,0,0,0,68,0,1579,88,0
7A06650             ,HRB400D    ,1662,0.00068,0.0009,0.0004,0.00027,0.002,72200,0.0023,0.0139,0.00036,0.00034,0.0036,0.478,0.0033,0.007,0.022,0.032,0.1211,0.0977,0.0049,0,0,9,0,29,25,0,0,0,0,0,85,0,1550,88,0
7A06649             ,HRB400D    ,1696,0.00035,0.0008,0.00032,0.00027,0.002,73450,0.0024,0.0137,0.00033,0.0003,0.0035,0.483,0.0025,0.007,0.021,0.033,0.0408,0.035,0.0034,0,0,28,0,0,75,0,0,0,0,0,102,0,1560,132,0
7A06648             ,HRB400B    ,1660,0.00063,0.0009,0.00032,0.0003,0.002,75900,0.0023,0.0132,0.00033,0.00027,0.0035,0.465,0.0026,0.006,0.019,0.033,0.006,0.0038,0.0027,0,0,31,0,0,0,50,0,0,0,0,85,0,1550,132,0
7A06647             ,HRB400B    ,1658,0.00057,0.0008,0.00034,0.00018,0.002,74600,0.0023,0.0139,0.00033,0.00022,0.004,0.476,0.0024,0.006,0.02,0.034,0.0065,0.0041,0.0027,0,0,31,0,0,0,75,0,0,0,0,102,0,1584,88,0
7A06646             ,HRB400B    ,1655,0.00096,0.0009,0.00023,0.00014,0.002,73300,0.0024,0.0135,0.00036,0.00023,0.0042,0.48,0.003,0.006,0.021,0.035,0.0079,0.0056,0.0028,0,0,30,0,0,0,50,0,0,0,0,51,0,1450,132,0
7A06645             ,HRB400B    ,1675,0.00092,0.0011,0.00024,0.00022,0.002,71600,0.0024,0.0137,0.00034,0.00024,0.0042,0.483,0.0029,0.007,0.018,0.032,0.0068,0.0042,0.0023,0,0,30,0,0,0,50,0,0,0,0,51,0,1450,132,0
7A06644             ,HRB400B    ,1676,0.0004,0.0007,0.00038,0.00033,0.001,73500,0.0024,0.0129,0.00036,0.00036,0.0036,0.471,0.0031,0.009,0.019,0.035,0.0065,0.004,0.0027,0,0,0,0,48,50,0,0,0,0,0,85,0,1450,132,0
7A06643             ,HRB400B    ,1726,0.00028,0.0007,0.00034,0.00016,0.002,72500,0.0023,0.0132,0.00039,0.00025,0.0039,0.465,0.0026,0.008,0.019,0.036,0.0059,0.0037,0.0032,0,0,32,0,0,75,0,0,0,0,0,90,0,1500,132,0
7A06642             ,HRB500D    ,1656,0.00089,0.0009,0.00033,0.00014,0.002,70250,0.0022,0.0144,0.00035,0.0002,0.0048,0.485,0.0029,0.004,0.018,0.082,0.0063,0.0039,0.0042,0,0,76,0,0,0,25,0,0,0,120,85,0,1550,0,0
7A06641             ,HRB500D    ,1692,0.00069,0.0008,0.00024,0.00015,0.002,73800,0.0022,0.0147,0.0004,0.00025,0.0048,0.49,0.0027,0.006,0.016,0.085,0.0076,0.0048,0.0069,0,0,80,0,0,0,50,0,0,0,120,102,0,1600,0,0
7A06640             ,HRB500D    ,1651,0.00104,0.0009,0.00036,0.00014,0.002,69400,0.0022,0.0141,0.00033,0.00018,0.0046,0.48,0.0025,0.008,0.017,0.08,0.0072,0.0045,0.0054,0,0,73,0,0,0,25,0,0,0,120,70,0,1480,0,0
7A06639             ,HRB500D    ,1650,0.00078,0.0008,0.00031,0.00011,0.002,68200,0.0023,0.0144,0.0003,0.00018,0.0047,0.495,0.0024,0.005,0.017,0.086,0.0077,0.0048,0.0059,0,0,75,0,0,0,50,0,0,0,120,92,0,1520,0,0
7A06638             ,HRB500D    ,1659,0.00121,0.0011,0.00031,0.00021,0.002,243250,0.0022,0.0145,0.00031,0.00024,0.0046,0.488,0.0029,0.007,0.016,0.085,0.0072,0.0045,0.0048,0,120,77,0,0,0,25,0,0,0,0,58,0,1530,0,0
7A06637             ,HRB500D    ,1678,0.00124,0.0011,0.00035,0.00022,0.002,68800,0.0022,0.0146,0.00033,0.00025,0.0047,0.489,0.003,0.004,0.018,0.085,0.0071,0.0044,0.0055,0,0,76,0,0,0,25,0,0,0,120,58,0,1510,0,0
7A06636             ,HRB500D    ,1800,0.00089,0.0011,0.00037,0.0002,0.002,72750,0.0022,0.0149,0.00034,0.00024,0.0048,0.493,0.0033,0.006,0.019,0.073,0.0066,0.0041,0.0055,0,0,69,0,0,0,25,0,0,0,130,85,0,1650,0,0
7A06635             ,HRB500D    ,1655,0.00066,0.0008,0.00031,0.00011,0.002,72900,0.0024,0.0149,0.00032,0.00017,0.0049,0.511,0.0027,0.008,0.02,0.073,0.0068,0.0042,0.0035,0,0,69,0,0,0,50,0,0,0,130,105,0,1680,0,0
7A06634             ,HRB500D    ,1671,0.00127,0.0013,0.00031,0.00031,0.002,69400,0.0021,0.0144,0.00034,0.00034,0.0048,0.475,0.0031,0.003,0.017,0.085,0.0073,0.0045,0.0025,0,0,77,0,0,0,25,0,0,0,140,56,0,1550,0,0
7A06633             ,HRB500D    ,1662,0.00065,0.001,0.00037,0.00023,0.002,70500,0.0022,0.0145,0.00037,0.00026,0.0049,0.487,0.003,0.006,0.015,0.086,0.0067,0.0041,0.0045,0,0,78,0,0,0,50,0,0,0,150,102,0,1600,0,0
7A06632             ,HRB500D    ,0,0.00081,0.0008,0.00033,0.00019,0.002,71700,0.0023,0.0141,0.00031,0.00023,0.0047,0.489,0.0026,0.006,0.018,0.083,0.0063,0.0039,0.0038,0,0,77,0,0,0,25,0,0,0,150,85,0,1600,0,0
7A06631             ,HRB500D    ,1632,0.00031,0.0006,0.00042,0.00017,0.003,69100,0.0022,0.0148,0.00033,0.00019,0.0049,0.491,0.0024,0.008,0.024,0.083,0.008,0.005,0.0057,0,0,75,0,0,0,75,0,0,0,150,102,0,1600,0,0
7A06630             ,HRB500D    ,0,0.00075,0.0008,0.00034,0.00014,0.002,74650,0.0022,0.0138,0.00032,0.00019,0.0046,0.474,0.0026,0.005,0.017,0.083,0.0072,0.0045,0.0058,0,0,78,0,0,0,50,0,0,0,150,85,0,1600,0,0
7A06629             ,HRB500D    ,1660,0.0007,0.0008,0.00033,0.00015,0.002,72350,0.0022,0.0144,0.00033,0.00019,0.0049,0.485,0.0026,0.007,0.017,0.084,0.0072,0.0045,0.0062,0,0,78,0,0,0,50,0,0,0,150,85,0,1600,0,0
7A06628             ,HRB500D    ,1632,0.0007,0.0007,0.00038,0.00016,0.002,73050,0.0023,0.0144,0.00036,0.00021,0.0047,0.495,0.0027,0.006,0.02,0.082,0.0074,0.0046,0.0059,0,0,78,0,0,0,50,0,0,0,150,85,0,1600,0,0
7A06627             ,HRB500D    ,1663,0.0008,0.0009,0.00041,0.00018,0.002,74000,0.0022,0.0139,0.00037,0.00023,0.0047,0.479,0.0028,0.008,0.02,0.082,0.0061,0.0038,0.0076,0,0,78,0,0,0,25,0,0,0,150,85,0,1600,0,0
7A06626             ,HRB500D    ,0,0.00069,0.0009,0.00032,0.00012,0.002,69650,0.0022,0.0137,0.00027,0.00018,0.0046,0.473,0.0026,0.009,0.018,0.082,0.2379,0.1868,0.0076,0,0,73,0,0,0,50,0,0,0,150,102,0,1460,0,0
7A06625             ,HRB500D    ,1639,0.00074,0.0008,0.00039,0.00014,0.002,72800,0.0022,0.0147,0.0004,0.00018,0.005,0.49,0.0027,0.005,0.015,0.085,0.0082,0.0051,0.006,0,0,78,0,0,0,50,0,0,0,150,85,0,1600,0,0
7A06624             ,HRB500D    ,1655,0.00079,0.0007,0.00038,0.00014,0.002,72050,0.0021,0.014,0.00035,0.00018,0.0047,0.467,0.0024,0.004,0.015,0.084,0.0069,0.0043,0.0041,0,0,76,0,0,0,50,0,0,0,150,85,0,1560,0,0
7A06623             ,HRB500D    ,1672,0.00071,0.0009,0.00027,0.00016,0.002,74000,0.0022,0.0143,0.0003,0.0002,0.0049,0.484,0.0029,0.009,0.016,0.083,0.0069,0.0043,0.0069,0,0,77,0,0,0,50,0,0,0,160,85,0,1600,0,0
7A06622             ,HRB500D    ,1645,0.00054,0.0008,0.00038,0.00015,0.002,72950,0.0021,0.0139,0.00036,0.00019,0.0047,0.466,0.0029,0.005,0.016,0.081,0.0057,0.0036,0.0051,0,0,75,0,0,0,50,0,0,0,160,102,0,1560,0,0
7A06621             ,HRB500D    ,0,0.00074,0.001,0.00029,0.00012,0.002,73100,0.0022,0.0144,0.0003,0.00018,0.005,0.495,0.0065,0.03,0.017,0.084,0.0072,0.0045,0.0081,0,0,78,0,0,0,50,0,0,0,160,85,0,1600,0,0
7A06620             ,HRB500D    ,1672,0.00065,0.0012,0.00032,0.00028,0.002,74850,0.0022,0.0148,0.00031,0.00028,0.0051,0.492,0.003,0.004,0.015,0.083,0.0063,0.0039,0.0053,0,0,79,0,0,0,50,0,0,0,180,102,0,1620,0,0
7A06618             ,HRB500D    ,1693,0.00058,,0.00035,,0.003,69950,0.0021,0.0146,0.0003,0.00025,0.0048,0.477,0.0029,0.004,0.014,0.082,0.0041,0.002,0,0,0,77,0,0,0,50,0,0,0,170,102,0,1520,0,0
7A06617             ,HRB500D    ,1705,0.00044,,0.00029,,0.002,75750,0.0021,0.0143,0.00033,0.00028,0.0047,0.472,0.0032,0.004,0.016,0.081,0.0054,0.0033,0,0,0,80,0,0,0,50,0,0,0,160,102,0,1552,0,0
7A06616             ,HRB500D    ,1744,0.00032,,0.00033,,0.002,73650,0.0022,0.0143,0.00034,0.0003,0.0046,0.482,0.0028,0.003,0.016,0.082,0.007,0.0049,0,0,0,78,0,0,0,100,0,0,187,0,119,0,1645,0,0
7A06615             ,HRB400B    ,1672,0.00069,,0.00026,,0.001,73300,0.0023,0.0132,0.00035,0.00026,0.0035,0.463,0.0025,0.006,0.015,0.033,0.0043,0.0021,0,0,0,5,0,40,25,0,0,0,0,0,68,0,1496,88,0
7A06614             ,HRB400B    ,1680,0.0008,,0.00038,,0.002,73900,0.0024,0.0134,0.00039,0.00035,0.0036,0.477,0.0026,0.004,0.013,0.035,0.0044,0.0021,0,0,0,5,0,40,0,0,0,0,0,0,68,0,1560,88,20
7A06613             ,HRB400B    ,1669,0.00105,,0.00024,,0.002,73800,0.0023,0.0134,0.00034,0.00024,0.0036,0.467,0.0024,0.005,0.014,0.035,0.0031,0.0009,0,0,0,5,0,40,0,0,0,0,0,0,51,0,1539,88,20
7A06612             ,HRB400B    ,1684,0.00094,,0.00028,,0.002,74450,0.0023,0.0129,0.0003,0.00031,0.0036,0.458,0.0022,0.004,0.014,0.033,0.0039,0.0017,0,0,0,11,0,31,0,0,0,0,0,0,51,0,1468,88,20
7A06611             ,HRB400B    ,1680,0.00079,,0.0003,,0.002,74000,0.0024,0.0133,0.00029,0.00031,0.0036,0.475,0.0026,0.007,0.017,0.034,0.0037,0.0015,0,0,0,11,0,30,0,0,0,0,0,0,68,0,1516,88,20
7A06610             ,HRB400B    ,1677,0.00067,,0.0002,,0.003,74150,0.0023,0.0133,0.00028,0.00033,0.0036,0.466,0.0028,0.006,0.015,0.033,0.0036,0.0014,0,0,0,5,0,40,25,0,0,0,0,0,85,0,1522,88,0
7A06609             ,HRB400B    ,1679,0.00089,,0.00022,,0.002,74650,0.0023,0.0129,0.00029,0.00026,0.0034,0.459,0.0026,0.006,0.016,0.033,0.0036,0.0014,0.0001,0,0,4,0,39,0,0,0,0,0,0,51,0,1464,88,20
7A06608             ,HRB400B    ,1645,0.00073,,0.00019,,0.002,70800,0.0023,0.013,0.0003,0.00017,0.0034,0.459,0.0021,0.006,0.016,0.034,0.003,0.0008,0,0,0,4,0,40,25,0,0,0,0,0,68,0,1473,88,0
7A06607             ,HRB400D    ,1663,0.00065,,0.00028,,0.002,71150,0.0023,0.0136,0.00034,0.00026,0.0035,0.47,0.0027,0.007,0.017,0.032,0.0212,0.0187,0,0,0,9,0,29,25,0,0,0,0,0,85,0,1506,88,0
7A06606             ,HRB400D    ,1660,0.00064,,0.00021,,0.002,71800,0.0024,0.0131,0.00033,0.00022,0.0034,0.471,0.0027,0.006,0.014,0.031,0.0037,0.0015,0,0,0,9,0,29,25,0,0,0,0,0,68,0,1509,88,0
7A06605             ,HRB400D    ,1676,0.00075,,0.00027,,0.002,72250,0.0023,0.0132,0.00031,0.00023,0.0035,0.464,0.0033,0.007,0.015,0.031,0.0044,0.0022,0,0,0,10,0,30,25,0,0,0,0,0,68,0,1600,88,0
7A06604             ,HRB400D    ,1666,0.00069,,0.00029,,0.002,75550,0.0024,0.0133,0.00035,0.00024,0.0033,0.475,0.0027,0.007,0.017,0.032,0.0043,0.0021,0,0,0,9,0,29,25,0,0,0,0,0,85,0,1520,88,0
7A06603             ,HRB400D    ,1679,0.0009,,0.00026,,0.002,71050,0.0024,0.0132,0.00027,0.00018,0.0034,0.472,0.0023,0.005,0.013,0.031,0.0038,0.0016,0.0001,0,0,9,0,29,0,0,0,0,0,0,51,0,1492,88,20
7A06602             ,HRB400D    ,1667,0.00094,,0.00025,,0.002,71600,0.0023,0.0134,0.00036,0.00028,0.0039,0.467,0.0029,0.007,0.016,0.03,0.0041,0.0019,0.0002,0,0,9,0,29,25,0,0,0,0,0,51,0,1500,132,0
7A06601             ,HRB400D    ,1651,0.00058,,0.00033,,0.002,73500,0.0023,0.0134,0.00033,0.00023,0.004,0.467,0.0025,0.007,0.018,0.033,0.0169,0.0141,0.0003,0,0,28,0,0,75,0,0,0,0,0,90,0,1500,132,0
7A06600             ,HRB400B    ,1663,0.0004,,0.00036,,0.002,71050,0.0023,0.0129,0.00034,0.00031,0.0038,0.461,0.0036,0.007,0.018,0.034,0.0044,0.0021,0,0,0,0,0,47,50,0,0,0,0,0,85,0,1450,132,0
7A06599             ,HRB400B    ,1667,0.00071,,0.00027,,0.002,73650,0.0023,0.0131,0.0003,0.00031,0.0038,0.467,0.0044,0.007,0.016,0.035,0.0044,0.0021,0,0,0,0,0,48,25,0,0,0,0,0,51,0,1450,132,0
7A06598             ,HRB400D    ,1658,0.00072,,0.00031,,0.002,72300,0.0023,0.0132,0.00031,0.00029,0.0039,0.463,0.0026,0.005,0.015,0.031,0.0042,0.002,0,0,0,9,0,29,25,0,0,0,0,0,58,0,1480,132,0
7A06597             ,HRB400D    ,1647,0.00065,,0.00035,,0.002,72050,0.0024,0.0131,0.00031,0.00026,0.0038,0.47,0.0021,0.006,0.018,0.031,0.0047,0.0024,0.0001,0,0,9,0,29,50,0,0,0,0,0,68,0,1500,132,0
7A06596             ,HRB400D    ,1656,0.00039,,0.00036,,0.002,71750,0.0023,0.0131,0.00036,0.0003,0.0039,0.461,0.0025,0.006,0.016,0.031,0.004,0.0018,0,0,0,9,0,30,75,0,0,0,0,0,85,0,1550,132,0
7A06595             ,HRB400D    ,1652,0.00056,,0.00036,,0.002,74300,0.0024,0.0128,0.00034,0.00026,0.0038,0.467,0.003,0.006,0.015,0.03,0.004,0.0018,0,0,0,9,0,29,50,0,0,0,0,0,70,0,1480,132,0
7A06594             ,HRB400D    ,1666,0.00052,,0.00039,,0.002,74900,0.0024,0.0136,0.00032,0.00027,0.004,0.479,0.0023,0.005,0.015,0.032,0.0037,0.0015,0,0,0,9,0,30,50,0,0,0,0,0,90,0,1610,132,0
7A06593             ,HRB400D    ,1668,0.00067,,0.00039,,0.002,74000,0.0024,0.0131,0.00035,0.00025,0.0037,0.472,0.0029,0.006,0.018,0.031,0.0036,0.0014,0,0,0,9,0,30,25,0,0,0,0,0,68,0,1620,132,0
7A06592             ,HRB400D    ,1652,0.00103,,0.00026,,0.002,76050,0.0024,0.0133,0.00039,0.00025,0.004,0.475,0.0028,0.006,0.015,0.031,0.0032,0.001,0.0001,0,0,9,0,30,0,0,0,0,0,0,34,0,1510,132,20
7A06591             ,HRB400D    ,1663,0.00033,,0.00033,,0.001,75100,0.0023,0.0129,0.00034,0.00032,0.0037,0.458,0.0027,0.005,0.013,0.031,0.0044,0.0021,0,0,0,9,0,30,50,0,0,0,0,0,85,0,1580,132,0
7A06590             ,HRB400D    ,1671,0.00082,,0.00029,,0.002,75800,0.0022,0.0136,0.00032,0.00033,0.0039,0.461,0.0031,0.006,0.016,0.032,0.0215,0.019,0.0003,0,0,9,0,28,0,0,0,0,0,0,51,0,1530,132,20
7A06589             ,HRB400D    ,1666,0.00048,,0.00036,,0.003,72500,0.0024,0.0133,0.00036,0.00036,0.0038,0.476,0.003,0.005,0.016,0.032,0.0044,0.0021,0.0001,0,0,9,0,29,50,0,0,0,0,0,78,0,1540,132,0
7A06588             ,HRB400D    ,1656,0.0008,,0.00024,,0.002,74450,0.0024,0.0138,0.00028,0.00021,0.004,0.484,0.0027,0.007,0.016,0.034,0.0036,0.0014,0.0001,0,0,9,0,30,0,0,0,0,0,0,68,0,1490,132,20
7A06587             ,HRB400D    ,1640,0.00063,,0.00033,,0.002,71100,0.0024,0.0136,0.00034,0.00024,0.0039,0.48,0.0027,0.006,0.014,0.031,0.0049,0.0026,0.0003,0,0,9,0,30,50,0,0,0,0,0,68,0,1520,132,0
7A06586             ,HRB400D    ,1648,0.00068,,0.00033,,0.003,73650,0.0022,0.0131,0.00034,0.00025,0.0036,0.451,0.0024,0.006,0.013,0.03,0.0044,0.0022,0.0001,0,0,9,0,28,50,0,0,0,0,0,68,0,1480,132,0
7A06585             ,HRB400D    ,1676,0.00071,,0.00036,,0.003,73750,0.0023,0.0133,0.00036,0.00034,0.0038,0.465,0.0029,0.004,0.015,0.032,0.0042,0.002,0.0003,0,0,9,0,29,25,0,0,0,0,0,68,0,1520,132,0
7A06584             ,HRB400D    ,1656,0.00068,,0.00033,,0.003,73550,0.0023,0.0132,0.00032,0.00021,0.0037,0.461,0.0022,0.004,0.012,0.03,0.0044,0.0022,0.0005,0,0,8,0,27,50,0,0,0,0,0,68,0,1400,132,0
7A06583             ,HRB400D    ,1606,0.00058,,0.00036,,0.002,68200,0.0024,0.0134,0.00034,0.00024,0.0039,0.477,0.0027,0.006,0.016,0.031,0.0036,0.0014,0.0007,0,0,9,0,28,50,0,0,0,0,0,68,0,1520,132,0
7A06582             ,HRB400D    ,1669,0.00071,,0.00033,,0.002,71250,0.0024,0.013,0.00036,0.00028,0.0037,0.47,0.0025,0.005,0.012,0.031,0.0037,0.0015,0.0005,0,0,9,0,29,50,0,0,0,0,0,68,0,1520,132,0
7A06581             ,HRB400D    ,1678,0.00067,,0.00027,,0.002,73650,0.0022,0.0133,0.00027,0.0002,0.0037,0.453,0.002,0.005,0.012,0.032,0.0048,0.0026,0.0008,0,0,29,0,0,25,0,0,0,0,0,68,0,1520,132,0
7A06580             ,HRB400D    ,1652,0.00069,,0.00033,,0.002,73550,0.0024,0.0133,0.0003,0.00024,0.0038,0.473,0.0021,0.004,0.012,0.031,0.0044,0.0022,0,0,0,9,0,39,25,0,0,0,0,0,68,0,1480,132,0
7A06579             ,HRB400D    ,1648,0.00065,,0.00036,,0.002,72400,0.0024,0.0134,0.00035,0.00026,0.004,0.476,0.0026,0.005,0.013,0.032,0.0045,0.0023,0.0004,0,0,9,0,28,25,0,0,0,0,0,68,0,1440,132,0
7A06578             ,HRB400D    ,1804,0.00061,,0.00031,,0.003,69850,0.0023,0.0135,0.00029,0.0003,0.0039,0.469,0.0029,0.007,0.017,0.034,0.0045,0.0023,0.0004,0,0,10,0,30,25,0,0,0,0,0,85,0,1480,132,0
7A06577             ,HRB400D    ,1658,0.00045,,0.00028,,0.003,74050,0.0023,0.0133,0.00024,0.00029,0.0037,0.464,0.002,0.006,0.014,0.032,0.0049,0.0026,0.0003,0,0,30,0,0,50,0,0,0,0,0,85,0,1550,132,0
7A06576             ,HRB400D    ,1658,0.00045,,0.00032,,0.003,73950,0.0022,0.0134,0.0003,0.00032,0.0037,0.458,0.0021,0.005,0.014,0.043,0.5185,0.4244,0.0012,0,0,35,0,0,50,0,0,0,0,0,0,0,1610,132,0
7A06575             ,HRB400D    ,1666,0.00045,,0.00026,,0.003,72600,0.0023,0.0137,0.00028,0.00035,0.0038,0.47,0.0021,0.005,0.012,0.033,0.0051,0.0028,0,0,0,10,0,30,50,0,0,0,0,0,85,0,1600,132,0
7A06574             ,HRB400D    ,1650,0.00048,,0.00031,,0.003,74850,0.0023,0.0129,0.0003,0.00021,0.0036,0.456,0.0019,0.004,0.012,0.03,0.0045,0.0023,0.0001,0,0,9,0,29,50,0,0,0,0,0,85,0,1480,132,0
7A06573             ,HRB400D    ,1639,0.00054,,0.00037,,0.003,74500,0.0024,0.0131,0.00035,0.00033,0.0037,0.469,0.0019,0.002,0.01,0.031,0.0046,0.0023,0,0,0,9,0,30,50,0,0,0,0,0,85,0,1500,132,0
7A06572             ,HRB400D    ,1640,0.00054,,0.00032,,0.003,73400,0.0023,0.0137,0.00034,0.00021,0.0038,0.461,0.0024,0.006,0.014,0.032,0.0052,0.0029,0.0008,0,0,9,0,28,50,0,0,200,0,0,85,0,1320,132,0
